Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_3	CDS	Luciferase-like_domain-containing_protein	2510560	2511688	1	1	23	23.0	100.0%	complete
contig_2	CDS	Subtilin_biosynthesis_protein_spaC	241076	242354	1	1	48	48.0	100.0%	complete
contig_2	CDS	AI-2E_family_transporter	5279315	5280959	1	1	3250	3250.0	100.0%	complete
contig_2	CDS	hypothetical_protein	5153570	5154092	1	1	245	245.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2519905	2520241	1	1	15	15.0	100.0%	complete
contig_3	CDS	MarR_family_transcriptional_regulator	1754049	1754625	1	0	0	0.0	0.0%	empty
contig_3	CDS	Protein_kinase_domain-containing_protein	1396821	1397745	1	1	52	52.0	100.0%	complete
contig_3	cand_cluster	lanthipeptide-class-v	1610635	1652758	33	31	79981	2423.67	93.9%	partly
contig_2	CDS	D-alanine--poly(phosphoribitol)_ligase_subunit_DltA	431945	442373	1	1	649	649.0	100.0%	complete
contig_2	CDS	SAM-dependent_methyltransferase	320416	321193	1	1	149	149.0	100.0%	complete
contig_3	CDS	Amino_acid_adenylation_protein	2969115	2971629	1	1	91	91.0	100.0%	complete
contig_3	CDS	WD40_repeat_domain-containing_protein	1419049	1419979	1	1	141	141.0	100.0%	complete
contig_3	CDS	methylmalonyl-CoA_mutase	368711	370418	1	1	28578	28578.0	100.0%	complete
contig_3	CDS	Dihydroxyacetone_kinase	556242	557913	1	1	709	709.0	100.0%	complete
contig_3	CDS	Pyridine_nucleotide-disulfide_oxidoreductase	2772029	2773421	1	1	56	56.0	100.0%	complete
contig_3	CDS	magnesium-translocating_P-type_ATPase	2590733	2593439	1	1	1184	1184.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4794300	4794453	1	0	0	0.0	0.0%	empty
contig_3	CDS	TIGR03086_family_protein	1934645	1935221	1	1	229	229.0	100.0%	complete
contig_2	CDS	Two-component_system_response_regulator	2249036	2249714	1	1	1166	1166.0	100.0%	complete
contig_2	CDS	Glycoside_hydrolase	4017536	4018307	1	1	1140	1140.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	445443	446454	1	1	4176	4176.0	100.0%	complete
contig_3	CDS	O-succinylbenzoate-CoA_ligase	2465591	2467136	1	1	9828	9828.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2623697	2624642	1	1	497	497.0	100.0%	complete
contig_2	CDS	Biotin_transporter_BioY	2482418	2482664	1	1	1920	1920.0	100.0%	complete
contig_2	cand_cluster	T1PKS	749397	797301	34	28	36069	1060.85	82.4%	partly
contig_2	CDS	Fido_domain-containing_protein	4533856	4534714	1	1	1611	1611.0	100.0%	complete
contig_3	CDS	Transglycosylase_SLT_domain-containing_protein	761170	761863	1	1	3037	3037.0	100.0%	complete
contig_3	CDS	Amino_acid_permease	913581	915111	1	1	618	618.0	100.0%	complete
contig_3	CDS	Metal-dependent_hydrolase	107598	108396	1	1	314	314.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2910502	2910724	1	1	24	24.0	100.0%	complete
contig_2	CDS	Rieske_domain-containing_protein	4982290	4982503	1	1	7	7.0	100.0%	complete
contig_2	CDS	MFS_transporter	4417609	4419109	1	1	14	14.0	100.0%	complete
contig_3	CDS	2OG-Fe(II)_oxygenase	2500775	2501837	1	1	2853	2853.0	100.0%	complete
contig_2	CDS	DUF3027_domain-containing_protein	4888612	4889518	1	1	1011	1011.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1907031	1907139	1	0	0	0.0	0.0%	empty
contig_3	CDS	Hydroxypyruvate_isomerase	2419992	2420832	1	1	1095	1095.0	100.0%	complete
contig_3	CDS	3-oxosteroid_1-dehydrogenase	2540724	2542386	1	1	25	25.0	100.0%	complete
contig_3	CDS	ABC_transporter_ATP-binding_protein	1485751	1487584	1	1	629	629.0	100.0%	complete
contig_2	CDS	ATP-binding_cassette_domain-containing_protein	4760266	4762300	1	1	357	357.0	100.0%	complete
contig_2	CDS	AsnC_family_transcriptional_regulator	2770904	2771804	1	1	528	528.0	100.0%	complete
contig_3	protocluster	butyrolactone	2423601	2434600	8	8	4469	558.62	100.0%	complete
contig_2	CDS	MFS_transporter	218711	220112	1	1	43	43.0	100.0%	complete
contig_2	CDS	ATP-binding_protein	2973244	2975386	1	1	54	54.0	100.0%	complete
contig_2	CDS	Major_facilitator_superfamily_transporter	3196404	3197586	1	0	0	0.0	0.0%	empty
contig_2	CDS	DUF397_domain-containing_protein	4983936	4984140	1	1	183	183.0	100.0%	complete
contig_3	CDS	Integrase	1407497	1408706	1	1	84	84.0	100.0%	complete
contig_3	CDS	Solute-binding_protein	2248512	2249808	1	1	93	93.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	1289457	1290432	1	1	238	238.0	100.0%	complete
contig_2	CDS	Gram-positive_cocci_surface_proteins_LPxTG_domain-containing_protein	3356914	3358354	1	1	222	222.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L29	3700936	3701161	1	1	23576	23576.0	100.0%	complete
contig_3	region	CDPS	2484341	2505049	20	20	64755	3237.75	100.0%	complete
contig_3	CDS	Transposase	2987072	2987360	1	0	0	0.0	0.0%	empty
contig_3	CDS	Serine_hydrolase	2074634	2075813	1	1	67	67.0	100.0%	complete
contig_2	CDS	Tetratricopeptide_repeat_protein	1201214	1201775	1	1	230	230.0	100.0%	complete
contig_2	CDS	Nucleotidyltransferase	4518184	4519030	1	1	405	405.0	100.0%	complete
contig_2	CDS	Acetoin_utilization_protein_AcuC	3859102	3860278	1	1	621	621.0	100.0%	complete
contig_2	CDS	OmpA-like_domain-containing_protein	5270123	5270726	1	1	1077	1077.0	100.0%	complete
contig_3	CDS	Integral_membrane_protein	469764	470007	1	1	1755	1755.0	100.0%	complete
contig_2	CDS	class_II_fructose-bisphosphatase	5307018	5308050	1	1	19414	19414.0	100.0%	complete
contig_2	CDS	aspartate--tRNA_ligase	4072132	4073920	1	1	27674	27674.0	100.0%	complete
contig_2	CDS	RNA_helicase	3892276	3894550	1	1	35201	35201.0	100.0%	complete
contig_3	CDS	NfeD-like_C-terminal_domain-containing_protein	2794674	2795181	1	1	43676	43676.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	1592179	1593394	1	1	5467	5467.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase/reductase_SDR	1842032	1842815	1	1	25	25.0	100.0%	complete
contig_2	CDS	NAD(P)H:quinone_oxidoreductase	4588484	4589108	1	1	70	70.0	100.0%	complete
contig_3	CDS	Porphyromonas-type_peptidyl-arginine_deiminase	3000482	3001577	1	1	35	35.0	100.0%	complete
contig_2	CDS	YCII-related_domain-containing_protein	475912	476275	1	1	14	14.0	100.0%	complete
contig_3	CDS	histidine_kinase	861474	862740	1	1	3187	3187.0	100.0%	complete
contig_3	CDS	Secreted_protein	114065	114266	1	1	245	245.0	100.0%	complete
contig_2	CDS	Leucine-rich_repeat_domain-containing_protein	4636817	4637606	1	1	86	86.0	100.0%	complete
contig_2	CDS	LacI_family_transcriptional_regulator	2272048	2273092	1	1	45	45.0	100.0%	complete
contig_2	CDS	DUF5133_domain-containing_protein	1414290	1414527	1	1	15	15.0	100.0%	complete
contig_2	CDS	Scaffolding_protein	1903869	1904121	1	1	9	9.0	100.0%	complete
contig_2	CDS	Peptidase_S1_domain-containing_protein	4206883	4207750	1	1	376	376.0	100.0%	complete
contig_2	CDS	ChaP_protein	4741684	4742059	1	1	208	208.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	3662676	3663564	1	1	238	238.0	100.0%	complete
contig_2	CDS	Transposase	162581	162821	1	0	0	0.0	0.0%	empty
contig_2	CDS	UfaA2_protein	2584763	2585657	1	1	149	149.0	100.0%	complete
contig_2	CDS	Putative_membrane_protein	5200552	5201737	1	1	14	14.0	100.0%	complete
contig_2	CDS	DUF317_domain-containing_protein	4467597	4468407	1	1	51	51.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2570166	2570457	1	1	50	50.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1570368	1571127	1	1	7	7.0	100.0%	complete
contig_3	CDS	Helix-turn-helix_domain-containing_protein	194434	194644	1	1	12	12.0	100.0%	complete
contig_2	CDS	Methionine--tRNA_ligase	4070260	4071976	1	1	11691	11691.0	100.0%	complete
contig_2	CDS	Major_facilitator_superfamily_protein	1237225	1238542	1	0	0	0.0	0.0%	empty
contig_2	CDS	DUF1697_domain-containing_protein	2201150	2201693	1	1	254	254.0	100.0%	complete
contig_2	CDS	DUF501_domain-containing_protein	3399074	3399677	1	1	172	172.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	4368494	4368728	1	1	70	70.0	100.0%	complete
contig_2	CDS	Small_secreted_protein	4548910	4549513	1	1	3228	3228.0	100.0%	complete
contig_3	CDS	Sulfatase_N-terminal_domain-containing_protein	1874114	1874996	1	1	218	218.0	100.0%	complete
contig_3	CDS	PPM-type_phosphatase_domain-containing_protein	2596908	2598021	1	1	41	41.0	100.0%	complete
contig_3	CDS	N-acetyltransferase	1471092	1471740	1	1	73	73.0	100.0%	complete
contig_2	CDS	ATP-binding_protein	237484	237856	1	1	1581	1581.0	100.0%	complete
contig_3	CDS	3'-5'_exonuclease	1061558	1062272	1	1	2890	2890.0	100.0%	complete
contig_2	CDS	Putative_drug_antiporter_protein	430263	431601	1	1	70	70.0	100.0%	complete
contig_2	CDS	Amidohydrolase	2752383	2753583	1	1	2151	2151.0	100.0%	complete
contig_2	CDS	Secreted_protein	3142309	3142816	1	1	106	106.0	100.0%	complete
contig_2	CDS	TetR/AcrR_family_transcriptional_regulator	149664	150345	1	1	416	416.0	100.0%	complete
contig_2	CDS	Maleylpyruvate_isomerase_family_mycothiol-dependent_enzyme	2597753	2598590	1	1	118	118.0	100.0%	complete
contig_2	CDS	hypothetical_protein	3012748	3012844	1	1	34	34.0	100.0%	complete
contig_2	CDS	pyridoxamine_5'-phosphate_oxidase	4935821	4936523	1	1	2546	2546.0	100.0%	complete
contig_3	CDS	GP-PDE_domain-containing_protein	1071983	1073798	1	1	4419	4419.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	1738387	1738849	1	1	163	163.0	100.0%	complete
contig_3	CDS	histidinol-phosphatase	128008	128803	1	1	2639	2639.0	100.0%	complete
contig_2	CDS	N-carbamoylputrescine_amidase	1597471	1598278	1	1	98	98.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	1921591	1922314	1	1	58	58.0	100.0%	complete
contig_3	CDS	ATP-grasp_domain-containing_protein	1874982	1876140	1	1	194	194.0	100.0%	complete
contig_2	CDS	TIGR03086_family_protein	3612414	3613041	1	1	9	9.0	100.0%	complete
contig_2	CDS	DUF6251_domain-containing_protein	4792221	4792614	1	1	12	12.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2081618	2082359	1	1	430	430.0	100.0%	complete
contig_2	CDS	type_III_pantothenate_kinase	4629536	4630334	1	1	606	606.0	100.0%	complete
contig_2	CDS	Putative_polyketide_beta-ketoacyl_synthase_2	1185384	1186635	1	1	43	43.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2625352	2625676	1	1	195	195.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	4220184	4220982	1	1	83	83.0	100.0%	complete
contig_3	CDS	Transporter	2367477	2368374	1	1	12	12.0	100.0%	complete
contig_3	CDS	Haloacid_dehalogenase	1593478	1594210	1	1	850	850.0	100.0%	complete
contig_3	CDS	Serine_hydroxymethyltransferase	249090	250479	1	1	1811	1811.0	100.0%	complete
contig_2	CDS	Amino_acid_permease-associated_region	1948308	1949508	1	1	117	117.0	100.0%	complete
contig_3	CDS	Cytoskeleton_protein_RodZ-like_C-terminal_domain-containing_protein	743494	744334	1	1	1935	1935.0	100.0%	complete
contig_3	CDS	HTH_luxR-type_domain-containing_protein	1398103	1398571	1	1	35	35.0	100.0%	complete
contig_3	CDS	DUF6400_domain-containing_protein	2265634	2265922	1	1	244	244.0	100.0%	complete
contig_2	CDS	Erythromycin_esterase	160391	161732	1	1	247	247.0	100.0%	complete
contig_2	CDS	Oxidoreductase	1852708	1853692	1	1	423	423.0	100.0%	complete
contig_3	CDS	Hydrogenase_expression_protein_HypF	379019	380327	1	1	3424	3424.0	100.0%	complete
contig_2	CDS	DUF4233_domain-containing_protein	2896611	2896962	1	1	528	528.0	100.0%	complete
contig_2	CDS	Dioxygenase	1401553	1402657	1	1	69	69.0	100.0%	complete
contig_3	CDS	Secreted_protein	2934378	2934792	1	1	15541	15541.0	100.0%	complete
contig_3	CDS	AI-2E_family_transporter	2917028	2918048	1	1	53	53.0	100.0%	complete
contig_2	CDS	Membrane_protein	1799722	1799932	1	1	35	35.0	100.0%	complete
contig_3	CDS	DEAD/DEAH_box_helicase_domain_protein	1606398	1611333	1	1	318697	318697.0	100.0%	complete
contig_3	CDS	Hydrolase	1429280	1429835	1	1	419	419.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	2694187	2695957	1	1	75	75.0	100.0%	complete
contig_2	CDS	Oxidoreductase	840904	843664	1	1	40	40.0	100.0%	complete
contig_2	CDS	Multidrug_transporter	1290507	1291524	1	1	47	47.0	100.0%	complete
contig_2	CDS	Glycoside_hydrolase_family_15_protein	296182	298045	1	1	505	505.0	100.0%	complete
contig_2	CDS	GuaB1_family_IMP_dehydrogenase-related_protein	1603814	1605311	1	1	8225	8225.0	100.0%	complete
contig_2	CDS	N-acetyltransferase	1694364	1695231	1	1	353	353.0	100.0%	complete
contig_3	CDS	Class_V_aminotransferase	452414	453584	1	1	597	597.0	100.0%	complete
contig_3	CDS	B/F/G_family_RNA_polymerase_sigma-70_factor	2867573	2868473	1	1	71453	71453.0	100.0%	complete
contig_2	CDS	IopB	1563907	1566061	1	1	9989	9989.0	100.0%	complete
contig_2	CDS	Taurine_catabolism_dioxygenase	391660	392638	1	1	177	177.0	100.0%	complete
contig_3	CDS	ribosome_maturation_factor_RimP	675832	676405	1	1	4627	4627.0	100.0%	complete
contig_3	CDS	TVP38/TMEM64_family_membrane_protein	2269733	2270600	1	1	166	166.0	100.0%	complete
contig_2	CDS	Putative_Nudix_hydrolase	1870175	1870727	1	1	300	300.0	100.0%	complete
contig_3	CDS	ergothioneine_biosynthesis_protein_EgtC	1973211	1973967	1	1	388	388.0	100.0%	complete
contig_2	CDS	pyridoxal_5'-phosphate_synthase_glutaminase_subunit_PdxT	1672811	1673423	1	1	1805	1805.0	100.0%	complete
contig_2	CDS	PPOX_class_F420-dependent_enzyme	4805137	4805542	1	1	3450	3450.0	100.0%	complete
contig_3	CDS	Membrane_protein	1185275	1185770	1	1	654	654.0	100.0%	complete
contig_3	CDS	D-alanyl-D-alanine_carboxypeptidase	2238146	2239307	1	1	35	35.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase	2456332	2457340	1	1	118	118.0	100.0%	complete
contig_2	CDS	Methyltransferase_type_11	250709	251528	1	0	0	0.0	0.0%	empty
contig_2	CDS	aminodeoxychorismate_lyase	1695233	1696058	1	1	1823	1823.0	100.0%	complete
contig_3	CDS	DUF998_domain-containing_protein	2986265	2987003	1	0	0	0.0	0.0%	empty
contig_2	CDS	Na_/H_antiporter	2911502	2912744	1	1	799	799.0	100.0%	complete
contig_2	CDS	RNA_polymerase_subunit_sigma-70	1619732	1620278	1	1	4	4.0	100.0%	complete
contig_2	CDS	Protein-L-isoaspartate_O-methyltransferase	4371295	4372420	1	1	288	288.0	100.0%	complete
contig_2	CDS	VanZ-like_domain-containing_protein	5222951	5224277	1	1	363	363.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1256275	1256884	1	1	175	175.0	100.0%	complete
contig_2	CDS	biotin_carboxylase	3057424	3059464	1	1	852	852.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator_of_sugar_metabolism	1995329	1996112	1	1	303	303.0	100.0%	complete
contig_2	CDS	3-oxoacyl-ACP_reductase	1204551	1205313	1	1	6713	6713.0	100.0%	complete
contig_2	CDS	Carbonic_anhydrase	532428	532959	1	0	0	0.0	0.0%	empty
contig_2	CDS	TIGR02234_family_membrane_protein	2293321	2293984	1	1	20	20.0	100.0%	complete
contig_2	CDS	acetoacetate--CoA_ligase	1333086	1335111	1	1	4484	4484.0	100.0%	complete
contig_3	CDS	8-oxoguanine_deaminase	1210803	1212207	1	1	952	952.0	100.0%	complete
contig_2	CDS	Putative_transporter,_MFS_superfamily	97096	98227	1	1	82	82.0	100.0%	complete
contig_2	CDS	DUF4429_domain-containing_protein	2672136	2673015	1	1	316	316.0	100.0%	complete
contig_2	CDS	ethanolamine_permease	1776502	1777978	1	1	93	93.0	100.0%	complete
contig_2	CDS	Phosphatase_PAP2_family_protein	4707156	4707864	1	1	16686	16686.0	100.0%	complete
contig_2	CDS	Multidrug_ABC_transporter_ATP-binding_protein	3370645	3371659	1	1	2174	2174.0	100.0%	complete
contig_2	CDS	Lipoprotein	4941894	4942539	1	1	339	339.0	100.0%	complete
contig_3	CDS	LuxR_family_transcriptional_regulator	2127460	2128093	1	1	41413	41413.0	100.0%	complete
contig_3	CDS	acetyl-CoA_C-acetyltransferase	2521619	2522777	1	1	368	368.0	100.0%	complete
contig_3	CDS	Permease	1212491	1213955	1	1	1218	1218.0	100.0%	complete
contig_2	CDS	Leucine-binding_protein_domain-containing_protein	380065	380713	1	1	79	79.0	100.0%	complete
contig_3	CDS	SCP_domain-containing_protein	1707972	1708890	1	1	134	134.0	100.0%	complete
contig_2	CDS	DUF6602_domain-containing_protein	3560865	3561672	1	1	1086	1086.0	100.0%	complete
contig_2	CDS	Putative_short-chain_dehydrogenase/reductase	406880	407801	1	1	47	47.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	3197719	3198685	1	1	64	64.0	100.0%	complete
contig_3	CDS	Short-chain_dehydrogenase/reductase	2984431	2985295	1	1	341	341.0	100.0%	complete
contig_2	CDS	NADP-dependent_oxidoreductase	2701888	2702911	1	1	1202	1202.0	100.0%	complete
contig_3	CDS	DUF6879_domain-containing_protein	1443058	1443685	1	1	2430	2430.0	100.0%	complete
contig_2	CDS	Serine/threonine_protein_kinase	3933796	3935338	1	1	571	571.0	100.0%	complete
contig_2	CDS	Amidohydrolase	2155251	2156298	1	1	342	342.0	100.0%	complete
contig_3	CDS	YD_repeat-containing_protein	219134	219401	1	1	78	78.0	100.0%	complete
contig_3	CDS	Alkane_1-monooxygenase	346456	347506	1	1	6735	6735.0	100.0%	complete
contig_2	CDS	putative_sugar-binding_periplasmic_protein	2947738	2949133	1	1	71	71.0	100.0%	complete
contig_2	CDS	DUF6895_domain-containing_protein	1165583	1166573	1	0	0	0.0	0.0%	empty
contig_2	CDS	Thiol_reductase_thioredoxin	1515011	1515338	1	1	251	251.0	100.0%	complete
contig_2	CDS	Septum_formation_initiator	5262477	5263911	1	1	902	902.0	100.0%	complete
contig_3	CDS	Cyclopropane-fatty-acyl-phospholipid_synthase	2106005	2107325	1	1	21	21.0	100.0%	complete
contig_3	CDS	RNA-binding_protein	592444	592684	1	1	6835	6835.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	3480299	3481073	1	1	113	113.0	100.0%	complete
contig_2	CDS	HTH_marR-type_domain-containing_protein	3448095	3448593	1	1	990	990.0	100.0%	complete
contig_3	CDS	Cytochrome	229903	231193	1	1	4830	4830.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1902789	1903215	1	1	173	173.0	100.0%	complete
contig_3	CDS	Gamma-glutamyl_transferase	1446345	1448205	1	1	2371	2371.0	100.0%	complete
contig_2	CDS	Acyl-CoA_dehydrogenase	3643129	3644089	1	1	63	63.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	3558278	3559010	1	1	72	72.0	100.0%	complete
contig_2	CDS	Allantoin_permease	2773956	2775381	1	1	108	108.0	100.0%	complete
contig_2	CDS	HEAT_repeat_domain-containing_protein	4955128	4955578	1	1	399	399.0	100.0%	complete
contig_2	CDS	preprotein_translocase_subunit_SecG	2168762	2168999	1	1	5567	5567.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	5270787	5271372	1	1	287	287.0	100.0%	complete
contig_2	CDS	DNA-binding_protein	4155939	4156488	1	1	1905	1905.0	100.0%	complete
contig_3	CDS	Cytochrome_P450	260872	262087	1	1	1698	1698.0	100.0%	complete
contig_2	CDS	Putative_transcriptional_regulator	1038874	1041709	1	1	4223	4223.0	100.0%	complete
contig_2	CDS	Aromatic_ring-opening_dioxygenase_LigA	4157946	4159311	1	1	81	81.0	100.0%	complete
contig_2	CDS	Peptidase_M24_domain-containing_protein	663692	664397	1	1	17	17.0	100.0%	complete
contig_2	CDS	Carbon-monoxide_dehydrogenase_large_subunit	1090866	1093260	1	1	300	300.0	100.0%	complete
contig_2	CDS	Vitamin_K_epoxide_reductase	1657061	1657703	1	1	2448	2448.0	100.0%	complete
contig_3	CDS	Peptidase_inhibitor	3027505	3027886	1	1	317	317.0	100.0%	complete
contig_3	CDS	Lipoprotein	2956446	2956974	1	1	770	770.0	100.0%	complete
contig_3	CDS	GntR_family_transcriptional_regulator	150908	151670	1	1	1648	1648.0	100.0%	complete
contig_2	CDS	MerR_family_transcriptional_regulator	5135875	5136016	1	1	3	3.0	100.0%	complete
contig_2	CDS	Pvc16_N-terminal_domain-containing_protein	5076795	5077776	1	1	116	116.0	100.0%	complete
contig_3	CDS	TauD/TfdA-like_domain-containing_protein	940927	941860	1	1	1140	1140.0	100.0%	complete
contig_2	CDS	Putative_acetyltransferase	1708195	1708831	1	1	1585	1585.0	100.0%	complete
contig_3	CDS	3-oxoacyl-[acyl-carrier_protein]_reductase	3008880	3009597	1	1	34	34.0	100.0%	complete
contig_3	CDS	DUF4449_domain-containing_protein	2589298	2590687	1	1	19189	19189.0	100.0%	complete
contig_3	CDS	Regulatory_protein_TetR	1467159	1467981	1	1	463	463.0	100.0%	complete
contig_3	CDS	Major_facilitator_superfamily_permease	2504965	2506168	1	1	68	68.0	100.0%	complete
contig_2	CDS	TrmB_family_transcriptional_regulator	4362859	4363687	1	1	307	307.0	100.0%	complete
contig_2	CDS	Glucose_1-dehydrogenase	3477848	3478631	1	1	65	65.0	100.0%	complete
contig_3	CDS	C2H2-type_domain-containing_protein	422303	422747	1	1	177	177.0	100.0%	complete
contig_2	region	T1PKS	942090	1051971	36	33	433433	12039.81	91.7%	partly
contig_2	CDS	Sulfurtransferase	4754578	4755424	1	1	140459	140459.0	100.0%	complete
contig_2	CDS	Amino_acid_transporter	2502845	2504384	1	1	48	48.0	100.0%	complete
contig_2	CDS	bifunctional_phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase	5089260	5090832	1	1	27154	27154.0	100.0%	complete
contig_3	CDS	Neutral_metalloproteinase	404326	405958	1	1	423	423.0	100.0%	complete
contig_2	CDS	Alkene_reductase	497784	498882	1	1	2317	2317.0	100.0%	complete
contig_2	CDS	DUF349_domain-containing_protein	1661125	1662355	1	1	12481	12481.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	11933	12917	1	1	89	89.0	100.0%	complete
contig_3	CDS	Methyltransferase	432600	433248	1	1	103	103.0	100.0%	complete
contig_3	CDS	DUF3515_domain-containing_protein	553007	553502	1	1	423	423.0	100.0%	complete
contig_3	CDS	STM4012_family_radical_SAM_protein	1872717	1874118	1	1	259	259.0	100.0%	complete
contig_3	CDS	AsnC_family_transcriptional_regulator	2098847	2099330	1	1	691	691.0	100.0%	complete
contig_2	CDS	phosphate_ABC_transporter_ATP-binding_protein_PstB	4723261	4724038	1	1	254	254.0	100.0%	complete
contig_2	CDS	TIGR03089_family_protein	3321719	3322478	1	1	961	961.0	100.0%	complete
contig_3	CDS	bifunctional_glutamate_N-acetyltransferase/amino-acid_acetyltransferase_ArgJ	1756528	1757719	1	1	247	247.0	100.0%	complete
contig_3	CDS	hypothetical_protein	481098	481287	1	1	120	120.0	100.0%	complete
contig_2	CDS	transaldolase	2160469	2161588	1	1	46472	46472.0	100.0%	complete
contig_2	CDS	Glucose_1-dehydrogenase	1203737	1204508	1	1	4035	4035.0	100.0%	complete
contig_3	CDS	Membrane_protein	1159773	1160877	1	1	322	322.0	100.0%	complete
contig_2	CDS	methylenetetrahydrofolate_reductase_[NAD(P)H]	2369029	2369902	1	1	7923	7923.0	100.0%	complete
contig_2	cand_cluster	terpene-precursor	51009	72086	19	17	7866	414.0	89.5%	partly
contig_2	CDS	DUF551_domain-containing_protein	5192815	5193181	1	1	1037	1037.0	100.0%	complete
contig_2	CDS	Cell_division_protein_SepF	1978106	1978556	1	1	2536	2536.0	100.0%	complete
contig_2	CDS	Lsr2_family_protein	3918423	3918744	1	1	1429	1429.0	100.0%	complete
contig_2	CDS	ribulose-phosphate_3-epimerase	1607607	1608288	1	1	2849	2849.0	100.0%	complete
contig_3	CDS	Magnesium_chelatase	604109	604301	1	0	0	0.0	0.0%	empty
contig_2	CDS	Chemotaxis_protein	1466695	1467811	1	1	1026	1026.0	100.0%	complete
contig_3	CDS	factor-independent_urate_hydroxylase	1208349	1209273	1	1	390	390.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	2292992	2293235	1	1	2197	2197.0	100.0%	complete
contig_3	CDS	ATP_synthase_I	252264	252702	1	1	10838	10838.0	100.0%	complete
contig_3	CDS	Aminoglycoside_phosphotransferase_domain-containing_protein	2140437	2141583	1	1	1492	1492.0	100.0%	complete
contig_3	CDS	phosphocholine-specific_phospholipase_C	475426	477544	1	1	669	669.0	100.0%	complete
contig_2	CDS	Immunity_protein_35	3198732	3199416	1	1	44	44.0	100.0%	complete
contig_2	CDS	MerR_family_transcriptional_regulator	4274168	4274696	1	1	319	319.0	100.0%	complete
contig_2	CDS	Putative_epimerase/dehydratase	3069836	3070487	1	1	1105	1105.0	100.0%	complete
contig_2	CDS	alanine--tRNA_ligase	1648182	1650852	1	1	27387	27387.0	100.0%	complete
contig_2	CDS	Amidohydrolase	811568	812867	1	1	64	64.0	100.0%	complete
contig_3	CDS	LacI_family_transcriptional_regulator	1716592	1717600	1	1	1498	1498.0	100.0%	complete
contig_3	CDS	Acetyltransferase	2130574	2131231	1	1	329	329.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	2702981	2703476	1	1	44	44.0	100.0%	complete
contig_2	CDS	4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol_kinase	3466813	3467755	1	1	152	152.0	100.0%	complete
contig_2	CDS	ChaP_protein	3590784	3591186	1	1	5549	5549.0	100.0%	complete
contig_3	CDS	ABC_transporter_solute-binding_protein	641457	642639	1	1	340	340.0	100.0%	complete
contig_2	CDS	Aldose_epimerase	3950878	3951724	1	1	1711	1711.0	100.0%	complete
contig_2	CDS	homogentisate_1,2-dioxygenase	1927065	1928421	1	1	3890	3890.0	100.0%	complete
contig_3	CDS	Phosphoglycerate_mutase	811214	811874	1	1	125	125.0	100.0%	complete
contig_3	CDS	Protein_tyrosine_phosphatase	1867210	1868020	1	1	4733	4733.0	100.0%	complete
contig_2	CDS	Putative_amino_acid_ABC_transporter,_ATP-binding_protein	1967397	1968159	1	1	45	45.0	100.0%	complete
contig_2	CDS	FAD-dependent_oxidoreductase	3119317	3120439	1	0	0	0.0	0.0%	empty
contig_2	CDS	hypothetical_protein	4715635	4716139	1	1	75	75.0	100.0%	complete
contig_3	CDS	16S_rRNA_(guanine(966)-N(2))-methyltransferase_RsmD	561251	561851	1	1	1236	1236.0	100.0%	complete
contig_3	cand_cluster	RiPP-like	1024053	1034893	11	11	3455	314.09	100.0%	complete
contig_2	CDS	NUDIX_hydrolase	2006722	2007349	1	1	5920	5920.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2851649	2852450	1	0	0	0.0	0.0%	empty
