GeneID	Product
OMCOBO_03736	Alanine racemase N-terminal domain-containing protein
OMCOBO_03737	Peptidoglycan bridge formation glycyltransferase FemX
OMCOBO_03738	Integral membrane protein
OMCOBO_03739	30S ribosomal protein S6
OMCOBO_03740	Single-stranded DNA-binding protein
OMCOBO_03741	30S ribosomal protein S18
OMCOBO_03742	50S ribosomal protein L9
OMCOBO_03743	Peptidase S1 domain-containing protein
OMCOBO_03744	MATE family efflux transporter
OMCOBO_03745	replicative DNA helicase
OMCOBO_03746	HxlR family transcriptional regulator
OMCOBO_03747	Polysaccharide deacetylase
OMCOBO_03748	NmrA family transcriptional regulator
OMCOBO_03749	SARP family transcriptional regulator
OMCOBO_03750	CubicO group peptidase, beta-lactamase class C family
OMCOBO_03751	Aspartate aminotransferase
OMCOBO_03752	TetR family transcriptional regulator
OMCOBO_03753	N-acetyltransferase domain-containing protein
OMCOBO_03754	Transcriptional regulator
OMCOBO_03755	Membrane protein
OMCOBO_03756	Hydrolase
OMCOBO_03757	globin domain-containing protein
OMCOBO_03758	Hydrolase
OMCOBO_03759	Nudix hydrolase domain-containing protein
OMCOBO_03760	LysR family transcriptional regulator
OMCOBO_03761	cystathionine gamma-lyase
OMCOBO_03762	protein-tyrosine-phosphatase
OMCOBO_03763	Phage holin family protein
OMCOBO_03764	Cupin type-2 domain-containing protein
OMCOBO_03765	DUF5326 domain-containing protein
OMCOBO_03766	Transcriptional regulator
OMCOBO_03767	Regulator
OMCOBO_03768	YibE/F family protein
OMCOBO_03769	phosphomethylpyrimidine synthase ThiC
OMCOBO_03770	Membrane protein
OMCOBO_03771	Serine/threonine protein kinase
OMCOBO_03772	HTH lacI-type domain-containing protein
OMCOBO_03773	histidinol-phosphate transaminase
OMCOBO_03774	Cyclophilin TM1367-like domain-containing protein
OMCOBO_03775	Putative cytochrome bd-I oxidase subunit I
OMCOBO_03776	cytochrome d ubiquinol oxidase subunit II
OMCOBO_03777	thiol reductant ABC exporter subunit CydD
OMCOBO_03778	Histidine kinase
OMCOBO_03779	Hydrolase
OMCOBO_03780	Luciferase
OMCOBO_03781	zinc metalloprotease HtpX
OMCOBO_03782	DUF4192 domain-containing protein
OMCOBO_03783	RNA 2'-phosphotransferase
OMCOBO_03784	PadR family transcriptional regulator
OMCOBO_03785	Integral membrane protein
OMCOBO_03786	Dioxygenase
OMCOBO_03787	MerR family transcriptional regulator
OMCOBO_03788	Metal-dependent hydrolase
OMCOBO_03789	SDR family oxidoreductase
OMCOBO_03790	Peptidase M24 domain-containing protein
OMCOBO_03791	Putative ABC transporter ATP-binding subunit
OMCOBO_03792	ABC transporter permease
OMCOBO_03793	ABC transporter domain-containing protein
OMCOBO_03794	ABC transporter permease
OMCOBO_03795	Endolytic murein transglycosylase
OMCOBO_03796	MFS transporter
OMCOBO_03797	GntR family transcriptional regulator
OMCOBO_03798	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
OMCOBO_03799	diaminopimelate decarboxylase
OMCOBO_03800	SseB protein N-terminal domain-containing protein
OMCOBO_03801	MerR family transcriptional regulator
OMCOBO_03802	MerR family transcriptional regulator
OMCOBO_03803	LysR family transcriptional regulator
OMCOBO_03804	MFS transporter
OMCOBO_03805	AsnC family transcriptional regulator
OMCOBO_03806	Rhomboid family intramembrane serine protease
OMCOBO_03807	Hydrolase
OMCOBO_03808	serine--tRNA ligase
OMCOBO_03809	prephenate dehydratase
OMCOBO_03810	iron uptake transporter deferrochelatase/peroxidase subunit
OMCOBO_03811	Transport integral membrane protein
OMCOBO_03812	Copper resistance protein CopZ
OMCOBO_03813	Thioredoxin domain-containing protein
OMCOBO_03814	YcnI-like domain-containing protein
OMCOBO_03815	Integral membrane protein
OMCOBO_03816	Histidine kinase/HSP90-like ATPase domain-containing protein
OMCOBO_03817	hypothetical protein
OMCOBO_03818	WXG100 family type VII secretion target
OMCOBO_03819	DUF1023 domain-containing protein
OMCOBO_03820	Lipoprotein
OMCOBO_03821	Ribbon-helix-helix protein CopG domain-containing protein
OMCOBO_03822	DUF4097 domain-containing protein
OMCOBO_03823	Daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein
OMCOBO_03824	Transport permease protein
OMCOBO_03825	SPFH domain-containing protein
OMCOBO_03826	Antifreeze protein
OMCOBO_03827	FAD-binding dehydrogenase
OMCOBO_03828	Putative short-chain dehydrogenase/reductase
OMCOBO_03829	TetR family transcriptional regulator
OMCOBO_03830	Xaa-Pro aminopeptidase
OMCOBO_03831	PPM-type phosphatase domain-containing protein
OMCOBO_03832	DNA primase/polymerase bifunctional N-terminal domain-containing protein
OMCOBO_03833	Serine/threonine protein kinase
OMCOBO_03834	Topoisomerase II
OMCOBO_03835	ATP-binding protein
OMCOBO_03836	Glycerophosphoryl diester phosphodiesterase
OMCOBO_03837	Peptidase S1 and S6 chymotrypsin/Hap
OMCOBO_03839	Nucleic acid-binding protein
OMCOBO_03840	MarR family transcriptional regulator
OMCOBO_03841	ABC transporter permease
OMCOBO_03842	Methyltransferase type 11
OMCOBO_03843	DNA primase
OMCOBO_03844	Secreted protein
OMCOBO_03845	Pimeloyl-CoA dehydrogenase C large subunit
OMCOBO_03846	DNA-binding protein
OMCOBO_03847	Acyl-CoA dehydrogenase FadE27
OMCOBO_03848	Beta-hydroxyacyl-ACP dehydratase
OMCOBO_03849	Lipid-transfer protein
OMCOBO_03850	RNA polymerase subunit sigma
OMCOBO_03851	Putative transcriptional regulator, MarR family protein
OMCOBO_03852	Dienelactone hydrolase
OMCOBO_03853	Response regulator
OMCOBO_03854	histidine kinase
OMCOBO_03855	PPM-type phosphatase domain-containing protein
OMCOBO_03856	Carboxymuconolactone decarboxylase-like domain-containing protein
OMCOBO_03857	Dicarboxylate-CoA ligase PimA
OMCOBO_03858	Nickel transporter
OMCOBO_03859	Subtilisin inhibitor domain-containing protein
OMCOBO_03861	AraC family transcriptional regulator
OMCOBO_03862	Phosphohydrolase
OMCOBO_03864	Site-specific integrase
OMCOBO_03865	hypothetical protein
OMCOBO_03866	Cyclic-phosphate processing Receiver domain-containing protein
OMCOBO_03867	Nitrile hydratase accessory protein
OMCOBO_03868	NAD(P)H dehydrogenase
OMCOBO_03869	AraC family transcriptional regulator
OMCOBO_03870	DUF2797 domain-containing protein
OMCOBO_03871	Amidohydrolase
OMCOBO_03872	FMN reductase
OMCOBO_03873	Two-component system, OmpR family, response regulator
OMCOBO_03874	histidine kinase
OMCOBO_03875	dolichyl-phosphate beta-glucosyltransferase
OMCOBO_03876	Glycosyl transferase
OMCOBO_03877	MFS transporter
OMCOBO_03878	TetR family transcriptional regulator
OMCOBO_03879	hypothetical protein
OMCOBO_03880	Peptidase S53 domain-containing protein
OMCOBO_03881	TrmB family transcriptional regulator
OMCOBO_03882	Lipid/polyisoprenoid-binding YceI-like domain-containing protein
OMCOBO_03883	Transporter
OMCOBO_03884	MarR family transcriptional regulator
OMCOBO_03885	Integral membrane protein
OMCOBO_03886	PPM-type phosphatase domain-containing protein
OMCOBO_03887	Secreted protein
OMCOBO_03888	Transcriptional regulator
OMCOBO_03889	Toxin
OMCOBO_03890	Protein-L-isoaspartate O-methyltransferase
OMCOBO_03891	PhnB-like domain-containing protein
OMCOBO_03892	GntR family transcriptional regulator
OMCOBO_03893	Secreted protein
OMCOBO_03894	RNA polymerase subunit sigma
OMCOBO_03895	RNA polymerase sigma factor, sigma F
OMCOBO_03896	Stress-response A/B barrel domain-containing protein
OMCOBO_03897	Secreted protein
OMCOBO_03898	DUF2127 domain-containing protein
OMCOBO_03899	Integral membrane protein
OMCOBO_03900	hypothetical protein
OMCOBO_03901	YcaO domain-containing protein
OMCOBO_03902	Nitroreductase domain-containing protein
OMCOBO_03903	Short-chain dehydrogenase
OMCOBO_03904	Short-chain dehydrogenase
OMCOBO_03905	LysR family transcriptional regulator
OMCOBO_03907	tRNA adenosine(34) deaminase TadA
OMCOBO_03908	tRNA adenosine deaminase-associated protein
OMCOBO_03909	uracil phosphoribosyltransferase
OMCOBO_03910	Membrane protein
OMCOBO_03911	Type II toxin-antitoxin system VapB family antitoxin
OMCOBO_03912	DUF4232 domain-containing protein
OMCOBO_03913	Cellulase
OMCOBO_03914	RNA polymerase sigma24 factor
OMCOBO_03915	Gram-positive cocci surface proteins LPxTG domain-containing protein
OMCOBO_03916	Cobalamin biosynthesis protein CobW
OMCOBO_03917	50S ribosomal protein L32
OMCOBO_03918	alcohol dehydrogenase (NADP(+))
OMCOBO_03919	DNA-binding protein
OMCOBO_03920	Ferredoxin-2
OMCOBO_03921	Cytochrome P450-SU2
OMCOBO_03922	MarR family transcriptional regulator
OMCOBO_03923	Band 7 domain-containing protein
OMCOBO_03924	NfeD-like C-terminal domain-containing protein
OMCOBO_03925	Methyltransferase type 11
OMCOBO_03926	GntR family transcriptional regulator
OMCOBO_03927	DUF4232 domain-containing protein
OMCOBO_03928	Response regulator receiver domain-containing protein
OMCOBO_03929	TetR family transcriptional regulator
OMCOBO_03930	SseB protein N-terminal domain-containing protein
OMCOBO_03931	Excreted virulence factor EspC, type VII ESX diderm
OMCOBO_03932	Type IV secretion protein Rhs
OMCOBO_03933	hypothetical protein
OMCOBO_03934	hypothetical protein
OMCOBO_03935	YD repeat-containing protein
OMCOBO_03936	Transcriptional regulator
OMCOBO_03937	DUF397 domain-containing protein
OMCOBO_03938	ornithine--oxo-acid transaminase
OMCOBO_03939	dimethylargininase
OMCOBO_03940	AsnC family transcriptional regulator
OMCOBO_03941	Phosphonate metabolism transcriptional regulator PhnF
OMCOBO_03942	MFS transporter
OMCOBO_03943	Ricin B lectin domain-containing protein
OMCOBO_03944	Hydrolase
OMCOBO_03945	Alpha-aminoadipate--LysW ligase LysX
OMCOBO_03946	ATP-grasp domain-containing protein
OMCOBO_03947	family 2 encapsulin nanocompartment cargo protein terpene cyclase
OMCOBO_03948	RNA polymerase sigma24 factor
OMCOBO_03949	Alkyl hydroperoxide reductase AhpD
OMCOBO_03950	Peptidase M20 domain-containing protein 2
OMCOBO_03951	Major facilitator superfamily (MFS) profile domain-containing protein
OMCOBO_03952	Transcriptional regulator
OMCOBO_03953	DNA-binding response regulator
OMCOBO_03954	histidine kinase
OMCOBO_03955	Integral membrane protein
OMCOBO_03956	hypothetical protein
OMCOBO_03957	Multidrug ABC transporter ATP-binding protein
OMCOBO_03958	Exonuclease SbcC
OMCOBO_03959	DoxX family protein
OMCOBO_03960	Amidohydrolase-related domain-containing protein
OMCOBO_03961	Methyltransferase FkbM domain-containing protein
OMCOBO_03962	Glycosyl transferase
OMCOBO_03963	Transcriptional regulator
OMCOBO_03964	Macrocin O-methyltransferase
OMCOBO_03965	RNA polymerase sigma factor RpoD
OMCOBO_03966	Endonuclease NucS
OMCOBO_03967	Type I restriction endonuclease subunit M
OMCOBO_03968	Transposase
OMCOBO_03969	Aminoglycoside phosphotransferase
OMCOBO_03970	PE-PGRS family protein
OMCOBO_03971	PE-PGRS family protein
OMCOBO_03972	hypothetical protein
OMCOBO_03973	Esterase
OMCOBO_03974	Transcriptional regulator
OMCOBO_03975	S-adenosylmethionine synthase
OMCOBO_03976	Aminoglycoside O-phosphotransferase
OMCOBO_03977	Phosphoglycerate mutase
OMCOBO_03978	serine--tRNA ligase
OMCOBO_03979	Glycosyl transferase family 1 domain-containing protein
OMCOBO_03980	Aminoacyl-transfer RNA synthetases class-II family profile domain-containing protein
OMCOBO_03981	Secreted protein
OMCOBO_03982	hypothetical protein
OMCOBO_03983	hypothetical protein
OMCOBO_03984	ESAT-6-like protein
OMCOBO_03985	DUF317 domain-containing protein
OMCOBO_03986	TniQ protein
OMCOBO_03987	PknH-like extracellular domain-containing protein
OMCOBO_03988	Mobilization protein
OMCOBO_03989	Bacterial mobilisation domain-containing protein
OMCOBO_03990	Membrane protein
OMCOBO_03991	DNA 5'-3' helicase
OMCOBO_03992	HTH cro/C1-type domain-containing protein
OMCOBO_03993	Excisionase
OMCOBO_03994	Site-specific integrase
OMCOBO_03995	hypothetical protein
OMCOBO_03996	Type I restriction enzyme endonuclease subunit
OMCOBO_03997	Type I restriction modification DNA specificity domain-containing protein
OMCOBO_03998	site-specific DNA-methyltransferase (adenine-specific)
OMCOBO_04001	DNA polymerase III subunit gamma/tau
OMCOBO_04002	YbaB/EbfC family nucleoid-associated protein
OMCOBO_04003	recombination mediator RecR
OMCOBO_04004	DUF5063 domain-containing protein
OMCOBO_04005	aspartate kinase
OMCOBO_04006	aspartate-semialdehyde dehydrogenase
OMCOBO_04007	SigE family RNA polymerase sigma factor
OMCOBO_04008	DUF4232 domain-containing protein
OMCOBO_04009	SURF1-like protein
OMCOBO_04010	Peptide hydrolase
OMCOBO_04011	Methyltransferase type 12
OMCOBO_04012	DUF4232 domain-containing protein
OMCOBO_04013	Peptidyl-dipeptidase Dcp
OMCOBO_04014	AAA family ATPase
OMCOBO_04016	Metallophosphoesterase
OMCOBO_04017	Glutamyl-tRNA amidotransferase
OMCOBO_04018	peptidoglycan glycosyltransferase
OMCOBO_04019	Transcriptional regulator WhiB
OMCOBO_04020	Anion-transporting ATPase
OMCOBO_04021	AAA family ATPase
OMCOBO_04022	DUF4177 domain-containing protein
OMCOBO_04023	RidA family protein
OMCOBO_04024	Nudix hydrolase domain-containing protein
OMCOBO_04025	Metallo-beta-lactamase domain-containing protein
OMCOBO_04026	Nucleotidyltransferase
OMCOBO_04027	Cyclic nucleotide-binding domain-containing protein
OMCOBO_04028	endonuclease III
OMCOBO_04029	CoA pyrophosphatase
OMCOBO_04030	MarP family serine protease
OMCOBO_04031	Alpha/beta hydrolase
OMCOBO_04032	Integral membrane transport protein
OMCOBO_04033	Na+/H+ antiporter NhaA
OMCOBO_04034	acetate--CoA ligase
OMCOBO_04035	Transporter
OMCOBO_04036	Polysaccharide deacetylase
OMCOBO_04037	ATP-binding protein
OMCOBO_04038	Fido domain-containing protein
OMCOBO_04039	HAD-superfamily subfamily IB hydrolase
OMCOBO_04040	septum site-determining protein Ssd
OMCOBO_04041	Bacterial type II secretion system protein E domain-containing protein
OMCOBO_04042	Membrane protein
OMCOBO_04043	Membrane protein
OMCOBO_04044	DUF4244 domain-containing protein
OMCOBO_04045	Membrane protein
OMCOBO_04046	hypothetical protein
OMCOBO_04047	ATP-dependent RNA helicase
OMCOBO_04048	anti-sigma factor antagonist BldG
OMCOBO_04049	Anti-sigma regulatory factor
OMCOBO_04050	sodium-translocating pyrophosphatase
OMCOBO_04051	Small secreted protein
OMCOBO_04052	Transferase
OMCOBO_04053	Secreted Protein
OMCOBO_04054	Secreted protein
OMCOBO_04055	Membrane protein
OMCOBO_04056	Integral membrane protein
OMCOBO_04057	type I DNA topoisomerase
OMCOBO_04058	dTMP kinase
OMCOBO_04059	DNA polymerase III subunit delta'
OMCOBO_04060	Proteinase
OMCOBO_04062	Hydrolase
OMCOBO_04063	Acyltransferase 3 domain-containing protein
OMCOBO_04064	Acetyltransferase
OMCOBO_04065	Enamine deaminase RidA
OMCOBO_04066	Putative DeoR family transcriptional regulator YgbI
OMCOBO_04067	Spheroidene monooxygenase
OMCOBO_04068	TetR family transcriptional regulator
OMCOBO_04069	bifunctional 3'-5' exonuclease/DNA polymerase
OMCOBO_04070	Chaplin domain-containing protein
OMCOBO_04071	rodlin
OMCOBO_04072	chaplin
OMCOBO_04073	ATP-binding protein
OMCOBO_04074	rodlin
OMCOBO_04075	rodlin
OMCOBO_04076	hypothetical protein
OMCOBO_04077	Amidohydrolase
OMCOBO_04078	Sec-independent protein translocase subunit TatA
OMCOBO_04079	30S ribosomal protein S14
OMCOBO_04080	50S ribosomal protein L28
OMCOBO_04081	50S ribosomal protein L33
OMCOBO_04082	type B 50S ribosomal protein L31
OMCOBO_04083	Cobalamin biosynthesis protein CobW
OMCOBO_04084	30S ribosomal protein S18
OMCOBO_04085	Transcriptional regulator
OMCOBO_04086	Activator of Hsp90 ATPase-like ue 1/2-like C-terminal domain-containing protein
OMCOBO_04087	DUF397 domain-containing protein
OMCOBO_04088	Histidine kinase/HSP90-like ATPase domain-containing protein
OMCOBO_04089	XRE family transcriptional regulator
OMCOBO_04090	Aldehyde dehydrogenase
OMCOBO_04091	DUF664 domain-containing protein
OMCOBO_04092	Transcriptional regulator
OMCOBO_04093	glutamate decarboxylase
OMCOBO_04094	NAD(P)H:quinone oxidoreductase
OMCOBO_04095	leucine efflux protein LeuE
OMCOBO_04096	HTH-type transcriptional activator TipA
OMCOBO_04097	UPF0145 protein SU9_019095
OMCOBO_04098	VTT domain-containing protein
OMCOBO_04099	Threonine/serine exporter family protein
OMCOBO_04100	Inorganic pyrophosphatase
OMCOBO_04101	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
OMCOBO_04102	Coenzyme F420 biosynthesis-associated protein
OMCOBO_04103	tRNA(Ile)-lysidine synthase
OMCOBO_04104	hypoxanthine phosphoribosyltransferase
OMCOBO_04105	ATP-dependent zinc metalloprotease FtsH
OMCOBO_04106	GTP cyclohydrolase I FolE
OMCOBO_04107	Esterase
OMCOBO_04108	Integral membrane lysyl-tRNA synthetase
OMCOBO_04109	dihydropteroate synthase
OMCOBO_04110	SnoaL-like domain-containing protein
OMCOBO_04111	dihydroneopterin aldolase
OMCOBO_04112	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
OMCOBO_04113	DUF3180 domain-containing protein
OMCOBO_04114	ABC transporter ATP-binding protein
OMCOBO_04115	ABC transporter permease
OMCOBO_04116	ABC transporter permease
OMCOBO_04117	Amino acid ABC transporter substrate-binding protein
OMCOBO_04118	Secreted protein
OMCOBO_04119	NADH-quinone oxidoreductase subunit D
OMCOBO_04120	SAM-dependent methyltransferase
OMCOBO_04121	histidine kinase
OMCOBO_04122	Response regulator transcription factor
OMCOBO_04123	Secreted protein
OMCOBO_04124	Transcriptional regulator
OMCOBO_04125	hypothetical protein
OMCOBO_04126	Threonine aldolase
OMCOBO_04127	DUF2520 domain-containing protein
OMCOBO_04128	pantoate--beta-alanine ligase
OMCOBO_04129	L-aspartate oxidase
OMCOBO_04130	carboxylating nicotinate-nucleotide diphosphorylase
OMCOBO_04131	type III pantothenate kinase
OMCOBO_04132	hypothetical protein
OMCOBO_04133	Putative small membrane protein
OMCOBO_04134	Penicillinase repressor
OMCOBO_04135	amino-acid N-acetyltransferase
OMCOBO_04136	Lsr2 family protein
OMCOBO_04137	Proline-rich protein
OMCOBO_04138	ATP-dependent Clp protease ATP-binding subunit
OMCOBO_04139	Leucine-rich repeat domain-containing protein
OMCOBO_04140	ATP-binding protein
OMCOBO_04141	Peptidase
OMCOBO_04142	Regulatory protein TetR
OMCOBO_04143	Exporter
OMCOBO_04144	Toxin
OMCOBO_04145	Transcriptional regulator
OMCOBO_04146	Secreted protein
OMCOBO_04147	Histidine kinase/HSP90-like ATPase domain-containing protein
OMCOBO_04148	two-component system sensor histidine kinase CseC
OMCOBO_04149	two-component system response regulator CseB
OMCOBO_04150	Lipoprotein CseA
OMCOBO_04151	RNA polymerase sigma factor
OMCOBO_04152	Adenine DNA glycosylase
OMCOBO_04153	Pyridoxamine 5'-phosphate oxidase N-terminal domain-containing protein
OMCOBO_04154	Phosphatase PAP2 family protein
OMCOBO_04155	DUF4232 domain-containing protein
OMCOBO_04156	Reductase
OMCOBO_04157	SnoaL-like domain-containing protein
OMCOBO_04158	DNA integrity scanning diadenylate cyclase DisA
OMCOBO_04159	DNA repair protein RadA
OMCOBO_04160	BACON domain-containing protein
OMCOBO_04161	DUF3109 domain-containing protein
OMCOBO_04162	Ppx/GppA phosphatase N-terminal domain-containing protein
OMCOBO_04163	Xylose isomerase-like TIM barrel domain-containing protein
OMCOBO_04164	dihydroxy-acid dehydratase
OMCOBO_04165	Serine/threonine protein kinase
OMCOBO_04166	SH3b domain-containing protein
OMCOBO_04167	Membrane protein
OMCOBO_04168	Abortive infection protein
OMCOBO_04169	class I SAM-dependent methyltransferase
OMCOBO_04170	RNA polymerase sigma24 factor
OMCOBO_04171	Aminopeptidase N
OMCOBO_04172	pyrroline-5-carboxylate reductase
OMCOBO_04173	tryptophan--tRNA ligase
OMCOBO_04177	4'-phosphopantetheinyl transferase superfamily protein
OMCOBO_04178	Saccharopine dehydrogenase
OMCOBO_04179	TetR family transcriptional regulator
OMCOBO_04180	Cytochrome hydroxylase
OMCOBO_04181	Ferredoxin
OMCOBO_04182	Pyridine nucleotide-disulfide oxidoreductase
OMCOBO_04183	Putative acyl carrier protein
OMCOBO_04184	Putative 3-oxoacyl-(Acyl-carrier-protein) synthase II KasB
OMCOBO_04185	Putative beta-ketoacyl synthase
OMCOBO_04186	Putative 3-oxoacyl-(Acyl-carrier-protein) synthase II KasA
OMCOBO_04187	Putative beta-ketoacyl synthase
OMCOBO_04188	Pyridoxalphosphate dependent aminotransferase, class III
OMCOBO_04189	3-oxoacyl-ACP reductase
OMCOBO_04190	Putative ketoacyl reductase
OMCOBO_04191	Thioesterase
OMCOBO_04192	Type VI secretion protein
OMCOBO_04193	ATP/GTP-binding protein
OMCOBO_04194	Integral membrane protein
OMCOBO_04195	Integral membrane protein
OMCOBO_04196	Integral membrane protein
OMCOBO_04197	Integral membrane protein
OMCOBO_04198	Peptidase P60
OMCOBO_04199	Phosphatase PAP2 family protein
OMCOBO_04200	Integrase
OMCOBO_04201	Extradiol ring-cleavage dioxygenase LigAB LigA subunit domain-containing protein
OMCOBO_04202	Colicin import membrane protein
OMCOBO_04203	phage terminase small subunit P27 family
OMCOBO_04204	NUDIX hydrolase
OMCOBO_04205	Transcriptional regulator
OMCOBO_04206	hypothetical protein
OMCOBO_04207	GntR family transcriptional regulator
OMCOBO_04208	hypothetical protein
OMCOBO_04209	hypothetical protein
OMCOBO_04210	FAD-binding PCMH-type domain-containing protein
OMCOBO_04211	Lipoprotein
OMCOBO_04212	TetR family transcriptional regulator
OMCOBO_04213	Transcriptional regulator
OMCOBO_04214	DUF47 domain-containing protein
OMCOBO_04215	Putative low-affinity inorganic phosphate transporter
OMCOBO_04216	phosphate ABC transporter ATP-binding protein PstB
OMCOBO_04217	phosphate ABC transporter permease PstA
OMCOBO_04218	phosphate ABC transporter permease subunit PstC
OMCOBO_04219	phosphate ABC transporter substrate-binding protein PstS
OMCOBO_04220	Glycoside hydrolase
OMCOBO_04221	Stage II sporulation protein E (SpoIIE)
OMCOBO_04222	Membrane protein
OMCOBO_04223	Heparin-binding hemagglutinin
OMCOBO_04224	PbsX family transcriptional regulator
OMCOBO_04225	NADH dehydrogenase
OMCOBO_04226	RNA polymerase sigma24 factor
OMCOBO_04227	Oxidoreductase
OMCOBO_04228	Lipoprotein
OMCOBO_04229	Glutathionylspermidine synthase
OMCOBO_04230	threonine--tRNA ligase
OMCOBO_04231	putative protein N(5)-glutamine methyltransferase
OMCOBO_04232	Aldo/keto reductase
OMCOBO_04233	ChaP protein
OMCOBO_04234	TetR family transcriptional regulator
OMCOBO_04235	Glyoxalase/bleomycin resistance protein/dioxygenase
OMCOBO_04236	helix-turn-helix domain-containing protein
OMCOBO_04237	Putative reductase
OMCOBO_04238	Ankyrin repeat domain-containing protein
OMCOBO_04239	L-asparaginase II
OMCOBO_04240	AmfC protein
OMCOBO_04241	D-aminoacyl-tRNA deacylase
OMCOBO_04242	Folate-binding protein
OMCOBO_04243	Transcriptional repressor
OMCOBO_04244	Iron transporter
OMCOBO_04245	ABC transporter ATP-binding protein
OMCOBO_04246	Sugar ABC transporter substrate-binding protein
OMCOBO_04247	Ferric nitrobindin-like protein
OMCOBO_04248	Potassium-transporting ATPase
OMCOBO_04249	Sulfur reduction protein DsrE
OMCOBO_04250	DUF3099 domain-containing protein
OMCOBO_04251	alpha-amylase
OMCOBO_04252	Sulfurtransferase
OMCOBO_04253	DUF2993 domain-containing protein
OMCOBO_04254	Peptidase C83 domain-containing protein
OMCOBO_04255	Thiamine biosynthesis protein ThiS
OMCOBO_04256	Multidrug ABC transporter ATP-binding protein
OMCOBO_04257	ATP-binding cassette domain-containing protein
OMCOBO_04258	Transcriptional regulator
OMCOBO_04259	Catabolite control protein A
OMCOBO_04260	Protease
OMCOBO_04261	DNA-binding response regulator
OMCOBO_04262	histidine kinase
OMCOBO_04263	DUF2993 domain-containing protein
OMCOBO_04264	5'-nucleotidase
OMCOBO_04265	mycothiol synthase
OMCOBO_04266	N-acetyltransferase
OMCOBO_04267	RNA degradosome polyphosphate kinase
OMCOBO_04268	CHAD domain-containing protein
OMCOBO_04269	DNA mismatch repair protein MutT
OMCOBO_04270	Transcriptional regulator
OMCOBO_04271	Methylase
OMCOBO_04272	D-inositol-3-phosphate glycosyltransferase
OMCOBO_04273	YbjN domain-containing protein
OMCOBO_04274	MFS transporter
OMCOBO_04275	phosphoglyceromutase
OMCOBO_04276	TraSA:integrase fusion protein
OMCOBO_04277	Helix-turn-helix domain-containing protein
OMCOBO_04278	ATP-binding protein
OMCOBO_04279	DUF2742 domain-containing protein
OMCOBO_04280	Cell division protein FtsK
OMCOBO_04281	DUF6257 domain-containing protein
OMCOBO_04282	hypothetical protein
OMCOBO_04283	DUF6251 domain-containing protein
OMCOBO_04284	DUF1918 domain-containing protein
OMCOBO_04285	Antitoxin
OMCOBO_04286	HNH endonuclease
OMCOBO_04287	DUF2637 domain-containing protein
OMCOBO_04288	hypothetical protein
OMCOBO_04289	hypothetical protein
OMCOBO_04290	Integral membrane plasmid transfer protein
OMCOBO_04291	DUF6284 domain-containing protein
OMCOBO_04292	GntR family transcriptional regulator
OMCOBO_04293	Hydrolase
OMCOBO_04294	Metallothionein
OMCOBO_04295	phosphate signaling complex protein PhoU
OMCOBO_04296	Sensor-like histidine kinase SenX3
OMCOBO_04297	Sensory transduction protein RegX3
OMCOBO_04298	DUF461 domain-containing protein
OMCOBO_04299	Transcriptional factor regulator
OMCOBO_04300	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OMCOBO_04301	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
OMCOBO_04302	PPOX class F420-dependent enzyme
OMCOBO_04303	cysteine--tRNA ligase
OMCOBO_04304	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
OMCOBO_04305	DoxX family protein
OMCOBO_04306	Guanyltransferase
OMCOBO_04307	Secreted protein
OMCOBO_04308	ABC transporter ATP-binding protein
OMCOBO_04310	Site-specific integrase
OMCOBO_04311	hypothetical protein
OMCOBO_04312	Aminoglycoside phosphotransferase
OMCOBO_04313	Beta-propeller repeat TECPR
OMCOBO_04314	Heat-shock protein HtpX
OMCOBO_04315	Site-specific integrase
OMCOBO_04316	Transcriptional regulator
OMCOBO_04317	Oxidoreductase
OMCOBO_04318	DUF5994 domain-containing protein
OMCOBO_04319	DUF317 domain-containing protein
OMCOBO_04320	hypothetical protein
OMCOBO_04321	Winged helix-turn-helix domain-containing protein
OMCOBO_04322	Xaa-Pro aminopeptidase
OMCOBO_04323	hypothetical protein
OMCOBO_04324	Oxidoreductase
OMCOBO_04325	Pentapeptide repeat protein
OMCOBO_04326	Immunity protein 63 domain-containing protein
OMCOBO_04327	SGNH hydrolase
OMCOBO_04328	type I methionyl aminopeptidase
OMCOBO_04329	Transcriptional regulator
OMCOBO_04330	TerD domain-containing protein
OMCOBO_04331	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB
OMCOBO_04332	Flavin reductase
OMCOBO_04333	Diguanylate cyclase CdgB
OMCOBO_04334	Exo-beta-D-glucosaminidase
OMCOBO_04335	1-phosphofructokinase
OMCOBO_04336	N-acetylglucosamine-6-phosphate deacetylase
OMCOBO_04337	ROK family transcriptional regulator
OMCOBO_04338	ABC transporter substrate-binding protein
OMCOBO_04339	DUF3263 domain-containing protein
OMCOBO_04340	trehalose-phosphatase
OMCOBO_04341	Lipoprotein
