Region_,Cluster_type_,Cluster-Name_,Start_,End_,Genes_total_,Completeness_crude glycerol pH4,Completeness_crude glycerol pH7,Completeness_pure glycerol pH7,Genes_expressed_crude glycerol pH4,Genes_expressed_crude glycerol pH7,Genes_expressed_pure glycerol pH7,Reads_total_crude glycerol pH4,Reads_total_crude glycerol pH7,Reads_total_pure glycerol pH7
contig_2,CDS,quinolinate_synthase_NadA,2426133,2427327,1,100.0%,100.0%,100.0%,1,1,1,7702,5561,9912
contig_2,CDS,quinone-dependent_dihydroorotate_dehydrogenase,1627912,1629025,1,100.0%,100.0%,100.0%,1,1,1,25037,4089,4439
contig_2,CDS,rRNA_maturation_RNase_YbeY,2817510,2818008,1,100.0%,100.0%,100.0%,1,1,1,5811,1516,964
contig_2,CDS,rRNA_methyltransferase,4122010,4122676,1,100.0%,100.0%,100.0%,1,1,1,1755,449,522
contig_2,CDS,radical_SAM_family_heme_chaperone_HemW,2835861,2837064,1,100.0%,100.0%,100.0%,1,1,1,701,456,465
contig_2,CDS,receptor_protein-tyrosine_kinase,666476,668249,1,100.0%,100.0%,100.0%,1,1,1,211,100,146
contig_2,CDS,recombinase_family_protein,5014873,5015143,1,100.0%,100.0%,100.0%,1,1,1,121,58,149
contig_2,CDS,recombinase_family_protein,5190698,5191187,1,100.0%,100.0%,100.0%,1,1,1,554,648,471
contig_2,CDS,recombination_mediator_RecR,4488603,4489203,1,100.0%,100.0%,100.0%,1,1,1,11422,4471,3742
contig_2,CDS,redox-regulated_ATPase_YchF,5315886,5316975,1,100.0%,100.0%,100.0%,1,1,1,6940,11070,8137
contig_2,CDS,redox-sensing_transcriptional_repressor_Rex,3849940,3850735,1,100.0%,100.0%,100.0%,1,1,1,10393,3916,6397
contig_2,CDS,redox-sensitive_transcriptional_activator_SoxR,1918475,1919045,1,100.0%,100.0%,100.0%,1,1,1,1130,610,2353
contig_2,CDS,replicative_DNA_helicase,4209588,4211067,1,100.0%,100.0%,100.0%,1,1,1,2390,839,1470
contig_2,CDS,riboflavin_synthase,1583400,1584036,1,100.0%,100.0%,100.0%,1,1,1,6218,6359,7263
contig_2,CDS,ribokinase,2695164,2696085,1,100.0%,100.0%,100.0%,1,1,1,632,652,642
contig_2,CDS,ribonuclease_PH,3147695,3148508,1,100.0%,100.0%,100.0%,1,1,1,5022,7354,4817
contig_2,CDS,ribonuclease_Z,2826323,2827229,1,100.0%,100.0%,100.0%,1,1,1,7301,1985,3718
contig_2,CDS,ribose-5-phosphate_isomerase,2916174,2916663,1,100.0%,100.0%,100.0%,1,1,1,5292,6081,5181
contig_2,CDS,ribose-phosphate_diphosphokinase,3438990,3439965,1,100.0%,100.0%,100.0%,1,1,1,17736,17664,15027
contig_2,CDS,ribosomal_protection-like_ABC-F_family_protein,221340,222975,1,100.0%,100.0%,100.0%,1,1,1,571,218,492
contig_2,CDS,ribosomal_protection-like_ABC-F_family_protein,2096418,2098017,1,100.0%,100.0%,100.0%,1,1,1,3920,1750,1371
contig_2,CDS,ribosomal_protein_S18-alanine_N-acetyltransferase,3673309,3673831,1,100.0%,100.0%,100.0%,1,1,1,1174,476,441
contig_2,CDS,ribosome_biogenesis_GTPase_Der,1991377,1992850,1,100.0%,100.0%,100.0%,1,1,1,5315,4746,3101
contig_2,CDS,"ribosome_hibernation-promoting_factor,_HPF/YfiA_family",3275957,3276653,1,100.0%,100.0%,100.0%,1,1,1,46535,32025,89312
contig_2,CDS,ribosome_silencing_factor,2864295,2864730,1,100.0%,100.0%,100.0%,1,1,1,5392,3037,3277
contig_2,CDS,ribulose-phosphate_3-epimerase,1607607,1608288,1,100.0%,100.0%,100.0%,1,1,1,3336,1513,2849
contig_2,CDS,rifamycin-inactivating_phosphotransferase,56641,59239,1,100.0%,100.0%,100.0%,1,1,1,5847,2405,4134
contig_2,CDS,rod_shape-determining_protein_MreC,2893594,2894524,1,100.0%,100.0%,100.0%,1,1,1,2006,1757,1079
contig_2,CDS,rod_shape-determining_protein_MreD,2892892,2893591,1,100.0%,100.0%,100.0%,1,1,1,426,570,446
contig_2,CDS,rod_shape-determining_protein_RodA,1062066,1063263,1,100.0%,100.0%,100.0%,1,1,1,6553,690,3958
contig_2,CDS,rodlin,4573155,4573566,1,100.0%,100.0%,100.0%,1,1,1,558,205,15
contig_2,CDS,rodlin,4575020,4575431,1,100.0%,100.0%,100.0%,1,1,1,14204,3488,294
contig_2,CDS,rodlin,4575813,4576221,1,100.0%,100.0%,100.0%,1,1,1,1012,102,287
contig_2,CDS,septum_site-determining_protein_Ssd,4536372,4537545,1,100.0%,100.0%,0.0%,1,1,0,32,8,0
contig_2,CDS,serine--tRNA_ligase,4280261,4281551,1,100.0%,100.0%,100.0%,1,1,1,13690,9925,12662
contig_2,CDS,serine--tRNA_ligase,4460966,4462262,1,100.0%,100.0%,100.0%,1,1,1,3488,3419,2869
contig_2,CDS,shikimate_dehydrogenase,1644861,1645698,1,100.0%,100.0%,100.0%,1,1,1,575,375,49
contig_2,CDS,short_chain_dehydrogenase,208592,209189,1,100.0%,100.0%,100.0%,1,1,1,83,41,161
contig_2,CDS,signal_peptidase_II,2328893,2329496,1,100.0%,100.0%,100.0%,1,1,1,2523,1048,971
contig_2,CDS,site-specific_DNA-methyltransferase_(adenine-specific),4483240,4484791,1,100.0%,100.0%,100.0%,1,1,1,6333,4495,5057
contig_2,CDS,sodium-translocating_pyrophosphatase,4546303,4548712,1,100.0%,100.0%,100.0%,1,1,1,7089,454,1908
contig_2,CDS,steroid_3-ketoacyl-CoA_thiolase,2613083,2614253,1,100.0%,100.0%,100.0%,1,1,1,739,413,532
contig_2,CDS,succinate--CoA_ligase_subunit_alpha,5083839,5084724,1,100.0%,100.0%,100.0%,1,1,1,98455,60708,118551
contig_2,CDS,"succinate_dehydrogenase,_cytochrome_b556_subunit",5139150,5139531,1,100.0%,100.0%,100.0%,1,1,1,27185,4432,7435
contig_2,CDS,succinate_dehydrogenase/fumarate_reductase_iron-sulfur_subunit,7390,8188,1,100.0%,100.0%,100.0%,1,1,1,733,225,211
contig_2,CDS,succinate_dehydrogenase/fumarate_reductase_iron-sulfur_subunit,5331038,5331836,1,100.0%,100.0%,100.0%,1,1,1,797,224,281
contig_2,CDS,succinate_dehydrogenase_flavoprotein_subunit,5136880,5138635,1,100.0%,100.0%,100.0%,1,1,1,60177,21148,23743
contig_2,CDS,succinic_semialdehyde_dehydrogenase,4967664,4969413,1,100.0%,100.0%,100.0%,1,1,1,542,643,970
contig_2,CDS,sulfolipid-1_biosynthesis_phthioceranic/hydroxyphthioceranic_acid_synthase,969029,989390,1,100.0%,100.0%,100.0%,1,1,1,4625,16705,82891
contig_2,CDS,sulfolipid-1_biosynthesis_phthioceranic/hydroxyphthioceranic_acid_synthase,1004917,1031971,1,100.0%,100.0%,100.0%,1,1,1,4599,18846,89716
contig_2,CDS,sulfur_carrier_protein_ThiS,2374048,2374318,1,100.0%,100.0%,100.0%,1,1,1,12,160,630
contig_2,CDS,tRNA(Ile)-lysidine_synthase,4598323,4599331,1,100.0%,100.0%,100.0%,1,1,1,5970,2041,859
contig_2,CDS,tRNA-specific_adenosine_deaminase,829343,829850,1,100.0%,100.0%,100.0%,1,1,1,60,306,328
contig_2,CDS,tRNA-specific_adenosine_deaminase,839455,840022,1,100.0%,100.0%,0.0%,1,1,0,64,4,0
contig_2,CDS,tRNA-specific_adenosine_deaminase,3808729,3809293,1,100.0%,100.0%,100.0%,1,1,1,37,74,71
contig_2,CDS,tRNA_(Adenine-N1)-methyltransferase,1815248,1816229,1,100.0%,100.0%,100.0%,1,1,1,8758,3435,7564
contig_2,CDS,tRNA_(adenosine(37)-N6)-threonylcarbamoyltransferase_complex_ATPase_subunit_type_1_TsaE,3675673,3676222,1,100.0%,100.0%,100.0%,1,1,1,873,651,563
contig_2,CDS,tRNA_(adenosine(37)-N6)-threonylcarbamoyltransferase_complex_dimerization_subunit_type_1_TsaB,3673827,3674487,1,100.0%,100.0%,100.0%,1,1,1,847,755,395
contig_2,CDS,tRNA_(adenosine(37)-N6)-threonylcarbamoyltransferase_complex_transferase_subunit_TsaD,3672149,3673307,1,100.0%,100.0%,100.0%,1,1,1,1753,1480,344
contig_2,CDS,tRNA_(adenosine(37)-N6)-threonylcarbamoyltransferase_complex_transferase_subunit_TsaD,4056344,4057418,1,100.0%,100.0%,100.0%,1,1,1,2418,698,1604
contig_2,CDS,tRNA_(guanosine(46)-N7)-methyltransferase_TrmB,3883305,3884163,1,100.0%,100.0%,100.0%,1,1,1,512,197,19
contig_2,CDS,tRNA_adenosine(34)_deaminase_TadA,4386469,4386970,1,100.0%,100.0%,100.0%,1,1,1,525,168,262
contig_2,CDS,tRNA_adenosine_deaminase-associated_protein,4387037,4387562,1,100.0%,100.0%,100.0%,1,1,1,2557,1618,1828
contig_2,CDS,tRNA_dihydrouridine_synthase_DusB,2782496,2783624,1,100.0%,100.0%,100.0%,1,1,1,2175,366,825
contig_2,CDS,tRNA_pseudouridine(38-40)_synthase_TruA,3688037,3688889,1,100.0%,100.0%,100.0%,1,1,1,1088,692,567
contig_2,CDS,tartrate_dehydrogenase,100810,101869,1,100.0%,100.0%,100.0%,1,1,1,107,82,451
contig_2,CDS,tetratricopeptide_repeat_protein,2959314,2961909,1,100.0%,100.0%,100.0%,1,1,1,2464,620,349
contig_2,CDS,thioesterase_family_protein,2968344,2968740,1,100.0%,100.0%,100.0%,1,1,1,7358,10365,9745
contig_2,CDS,thiol_reductant_ABC_exporter_subunit_CydD,4244848,4248523,1,100.0%,100.0%,100.0%,1,1,1,1208,552,3165
contig_2,CDS,thioredoxin,2722644,2723058,1,100.0%,100.0%,100.0%,1,1,1,1945,795,2594
contig_2,CDS,thioredoxin,4181928,4182255,1,100.0%,100.0%,100.0%,1,1,1,2352,4405,7523
contig_2,CDS,thioredoxin-dependent_thiol_peroxidase,3140528,3140996,1,100.0%,100.0%,100.0%,1,1,1,555,1316,1126
contig_2,CDS,thioredoxin-disulfide_reductase,4182305,4183280,1,100.0%,100.0%,100.0%,1,1,1,10495,12390,21609
contig_2,CDS,threo-3-hydroxy-L-aspartate_ammonia-lyase,2731424,2732444,1,100.0%,100.0%,100.0%,1,1,1,5854,1446,3445
contig_2,CDS,threonine--tRNA_ligase,1685519,1687499,1,100.0%,100.0%,100.0%,1,1,1,33076,15696,18416
contig_2,CDS,threonine--tRNA_ligase,4737917,4739153,1,100.0%,100.0%,100.0%,1,1,1,104,39,168
contig_2,CDS,threonine_ammonia-lyase,5229337,5230807,1,100.0%,100.0%,100.0%,1,1,1,1792,344,381
contig_2,CDS,threonine_ammonia-lyase_IlvA,1233215,1234490,1,100.0%,100.0%,100.0%,1,1,1,1428,927,851
contig_2,CDS,threonine_synthase,4847311,4848622,1,100.0%,100.0%,100.0%,1,1,1,15836,47976,31029
contig_2,CDS,thymidine_phosphorylase,5172648,5173926,1,100.0%,100.0%,100.0%,1,1,1,912,3391,2484
contig_2,CDS,trans-2-enoyl-CoA_reductase_(NAD(+)),5113887,5115105,1,100.0%,100.0%,100.0%,1,1,1,716,1609,2036
contig_2,CDS,trans-aconitate_2-methyltransferase,3447027,3447894,1,100.0%,100.0%,100.0%,1,1,1,7154,8430,11104
contig_2,CDS,transaldolase,2160469,2161588,1,100.0%,100.0%,100.0%,1,1,1,19365,40345,46472
contig_2,CDS,transcription-repair_coupling_factor,3422982,3426519,1,100.0%,100.0%,100.0%,1,1,1,12013,3638,3845
contig_2,CDS,transcription_antitermination_factor_NusB,1638116,1638554,1,100.0%,100.0%,100.0%,1,1,1,19101,28531,24363
contig_2,CDS,transcription_elongation_factor_GreA,5233160,5233658,1,100.0%,100.0%,100.0%,1,1,1,623,3654,2416
contig_2,CDS,transcription_termination/antitermination_protein_NusG,3723679,3724564,1,100.0%,100.0%,100.0%,1,1,1,4516,2690,3668
contig_2,CDS,transcriptional_regulator_BldD,1637385,1637886,1,100.0%,100.0%,100.0%,1,1,1,12341,7830,11066
contig_2,CDS,transcriptional_regulator_CynR,945908,946799,1,100.0%,100.0%,100.0%,1,1,1,75,39,163
contig_2,CDS,transglutaminaseTgpA_domain-containing_protein,2356308,2358729,1,100.0%,100.0%,100.0%,1,1,1,1275,541,395
contig_2,CDS,transketolase,2158332,2160435,1,100.0%,100.0%,100.0%,1,1,1,35610,65574,75932
contig_2,CDS,translation_elongation_factor_4,2841722,2843642,1,100.0%,100.0%,100.0%,1,1,1,19335,12037,7370
contig_2,CDS,translation_initiation_factor_IF-1,3692641,3692863,1,100.0%,100.0%,100.0%,1,1,1,138310,59959,80973
contig_2,CDS,translation_initiation_factor_IF-3,1763290,1764052,1,100.0%,100.0%,100.0%,1,1,1,23721,31138,19675
contig_2,CDS,trehalose-phosphatase,4841561,4842539,1,100.0%,100.0%,100.0%,1,1,1,820,1171,395
contig_2,CDS,trigger_factor,2908508,2909897,1,100.0%,100.0%,100.0%,1,1,1,42987,73390,60591
contig_2,CDS,triose-phosphate_isomerase,2169140,2169917,1,100.0%,100.0%,100.0%,1,1,1,14658,42638,37181
contig_2,CDS,tryptophan--tRNA_ligase,4673205,4674243,1,100.0%,100.0%,100.0%,1,1,1,581,361,799
contig_2,CDS,tryptophan--tRNA_ligase,5123199,5124264,1,100.0%,100.0%,100.0%,1,1,1,8775,5401,4830
contig_2,CDS,tryptophan_biosynthesis_modulator_TrpM,2291224,2291395,1,100.0%,100.0%,100.0%,1,1,1,228,103,142
contig_2,CDS,tryptophan_synthase_subunit_alpha,2288968,2289847,1,100.0%,100.0%,100.0%,1,1,1,3011,4966,11937
contig_2,CDS,tryptophan_synthase_subunit_beta,2289846,2291118,1,100.0%,100.0%,100.0%,1,1,1,7885,15594,46309
contig_2,CDS,twin-arginine_translocase_subunit_TatC,1798194,1799151,1,100.0%,100.0%,100.0%,1,1,1,13101,7556,9954
contig_2,CDS,two-component_system_response_regulator_AfsQ1,5182370,5183057,1,100.0%,100.0%,100.0%,1,1,1,2866,560,901
contig_2,CDS,two-component_system_response_regulator_CseB,4646363,4647077,1,100.0%,100.0%,100.0%,1,1,1,4131,218,648
contig_2,CDS,two-component_system_response_regulator_MtrA,3282460,3283138,1,100.0%,100.0%,100.0%,1,1,1,8934,2774,5195
contig_2,CDS,two-component_system_sensor_histidine_kinase_CseC,4645050,4646355,1,100.0%,100.0%,100.0%,1,1,1,6716,202,360
contig_2,CDS,type_B_50S_ribosomal_protein_L31,4579170,4579425,1,100.0%,100.0%,100.0%,1,1,1,1444,139,49250
contig_2,CDS,type_III_pantothenate_kinase,4629536,4630334,1,100.0%,100.0%,100.0%,1,1,1,1180,1284,606
contig_2,CDS,type_II_3-dehydroquinate_dehydratase,1641466,1641907,1,100.0%,100.0%,100.0%,1,1,1,2669,1926,2495
contig_2,CDS,type_ISP_restriction/modification_enzyme,1930726,1932070,1,100.0%,100.0%,100.0%,1,1,1,381,124,148
contig_2,CDS,type_I_DNA_topoisomerase,4553556,4556400,1,100.0%,100.0%,100.0%,1,1,1,20156,9497,11295
contig_2,CDS,type_I_glutamate--ammonia_ligase,2468632,2470042,1,100.0%,100.0%,100.0%,1,1,1,28286,88139,76695
contig_2,CDS,type_I_glutamate--ammonia_ligase,2523727,2525089,1,100.0%,100.0%,100.0%,1,1,1,25701,5409,13159
contig_2,CDS,type_I_glyceraldehyde-3-phosphate_dehydrogenase,2171246,2172251,1,100.0%,100.0%,100.0%,1,1,1,164502,319098,456254
contig_2,CDS,type_I_methionyl_aminopeptidase,2551687,2552545,1,100.0%,100.0%,100.0%,1,1,1,7795,7095,7739
contig_2,CDS,type_I_methionyl_aminopeptidase,3693054,3693891,1,100.0%,100.0%,100.0%,1,1,1,4873,3633,4418
contig_2,CDS,type_I_methionyl_aminopeptidase,4829649,4830417,1,100.0%,100.0%,100.0%,1,1,1,130,179,2154
contig_2,CDS,type_I_pantothenate_kinase,3683129,3684119,1,100.0%,100.0%,100.0%,1,1,1,2415,531,1173
contig_2,CDS,type_VII_secretion-associated_serine_protease_mycosin,1766541,1767714,1,100.0%,100.0%,100.0%,1,1,1,162,43,18
contig_2,CDS,type_Z_30S_ribosomal_protein_S14,3699067,3699253,1,100.0%,100.0%,100.0%,1,1,1,13340,36135,24601
contig_2,CDS,tyrosine--tRNA_ligase,2069847,2071251,1,100.0%,100.0%,100.0%,1,1,1,13297,4595,6031
contig_2,CDS,ubiE/COQ5_methyltransferase_family,662897,663674,1,100.0%,100.0%,100.0%,1,1,1,530,133,490
contig_2,CDS,undecaprenyldiphospho-muramoylpentapeptide_beta-N-acetylglucosaminyltransferase,2340504,2341596,1,100.0%,100.0%,100.0%,1,1,1,9740,7590,8872
contig_2,CDS,uracil-DNA_glycosylase,1201846,1202527,1,100.0%,100.0%,100.0%,1,1,1,5218,3145,3235
contig_2,CDS,uracil_phosphoribosyltransferase,4387778,4388414,1,100.0%,100.0%,100.0%,1,1,1,1837,2434,2850
contig_2,CDS,urocanate_hydratase,3367882,3369547,1,100.0%,100.0%,100.0%,1,1,1,3938,267,433
contig_2,CDS,uroporphyrinogen-III_C-methyltransferase,1701084,1702323,1,100.0%,100.0%,100.0%,1,1,1,819,1310,1320
contig_2,CDS,uroporphyrinogen-III_C-methyltransferase,3845905,3847564,1,100.0%,100.0%,100.0%,1,1,1,13201,7387,11060
contig_2,CDS,uroporphyrinogen-III_synthase,3209179,3210364,1,100.0%,100.0%,100.0%,1,1,1,200,277,1187
contig_2,CDS,valine--tRNA_ligase,2901482,2904209,1,100.0%,100.0%,100.0%,1,1,1,31810,12625,14793
contig_2,CDS,zinc_metalloprotease_HtpX,3734045,3734912,1,100.0%,100.0%,100.0%,1,1,1,1314,510,3677
contig_2,CDS,zinc_metalloprotease_HtpX,4252685,4253585,1,100.0%,100.0%,100.0%,1,1,1,3592,533,1585
contig_2,cand_cluster,NAPAA,5094169,5128384,30,96.7%,96.7%,86.7%,29,29,26,77802,88495,147518
contig_2,cand_cluster,NI-siderophore,2020529,2050332,23,100.0%,100.0%,100.0%,23,23,23,33572,836431,831959
contig_2,cand_cluster,NRPS,411945,470217,37,86.5%,86.5%,83.8%,32,32,31,8443,4198,8659
contig_2,cand_cluster,NRPS,677506,725162,35,97.1%,100.0%,91.4%,34,35,32,80415,40562,41432
contig_2,cand_cluster,NRPS-like,159806,202908,41,82.9%,85.4%,85.4%,34,35,35,28006,6014,16077
contig_2,cand_cluster,NRPS-like,686380,728216,29,96.6%,100.0%,96.6%,28,29,28,17409,9984,10387
contig_2,cand_cluster,RiPP-like,1107517,1117733,7,100.0%,100.0%,85.7%,7,7,6,3982,738,680
contig_2,cand_cluster,T1PKS,379039,426437,38,86.8%,86.8%,84.2%,33,33,32,11649,5622,15169
contig_2,cand_cluster,T1PKS,379039,470217,62,87.1%,85.5%,85.5%,54,53,53,18934,9286,22601
contig_2,cand_cluster,T1PKS,749397,797301,34,97.1%,94.1%,82.4%,33,32,28,36695,28465,36069
contig_2,cand_cluster,T1PKS,942090,1051971,36,100.0%,100.0%,91.7%,36,36,33,40460,99445,433433
contig_2,cand_cluster,T2PKS,1150384,1222900,70,97.1%,97.1%,85.7%,68,68,60,43531,40828,85357
contig_2,cand_cluster,azole-containing-RiPP,4370008,4393356,26,100.0%,100.0%,100.0%,26,26,26,101355,45449,56359
contig_2,cand_cluster,ectoine,2116351,2126762,11,100.0%,100.0%,100.0%,11,11,11,415265,214807,507922
contig_2,cand_cluster,lanthipeptide-class-i,231076,256509,26,100.0%,84.6%,84.6%,26,22,22,31094,11325,23448
contig_2,cand_cluster,terpene,671896,694775,21,100.0%,95.2%,90.5%,21,20,19,77115,36473,37548
contig_2,cand_cluster,terpene,671896,728216,43,97.7%,97.7%,93.0%,42,42,40,83141,41100,42430
contig_2,cand_cluster,terpene,4413876,4436174,18,100.0%,100.0%,66.7%,18,18,12,17980,32645,5108
contig_2,cand_cluster,terpene-precursor,51009,72086,19,94.7%,94.7%,89.5%,18,18,17,13967,7351,7866
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",160427,160430,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",178980,178983,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",179986,179989,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",240736,240739,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",438590,438593,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",451170,451173,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",452196,452199,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",454752,454755,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",455481,455484,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",682643,682646,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",683228,683231,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",710794,710797,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",711043,711046,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",718597,718600,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",767800,767803,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",796628,796631,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1033000,1033003,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1035897,1035900,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1035906,1035909,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1040458,1040461,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1041517,1041520,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1049344,1049347,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1170401,1170404,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1173541,1173544,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1207651,1207654,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",1220589,1220592,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,misc_feature,"tta_leucine_codon,_possible_target_for_bldA_regulation",5118536,5118539,0,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,protocluster,NAPAA,5094169,5128384,30,96.7%,96.7%,86.7%,29,29,26,77802,88495,147518
contig_2,protocluster,NI-siderophore,2020529,2050332,23,100.0%,100.0%,100.0%,23,23,23,33572,836431,831959
contig_2,protocluster,NRPS,411945,470217,37,86.5%,86.5%,83.8%,32,32,31,8443,4198,8659
contig_2,protocluster,NRPS,677506,725162,35,97.1%,100.0%,91.4%,34,35,32,80415,40562,41432
contig_2,protocluster,NRPS-like,159806,202908,41,82.9%,85.4%,85.4%,34,35,35,28006,6014,16077
contig_2,protocluster,NRPS-like,686380,728216,29,96.6%,100.0%,96.6%,28,29,28,17409,9984,10387
contig_2,protocluster,NRPS-like,755480,797301,31,96.8%,93.5%,83.9%,30,29,26,36002,28434,36019
contig_2,protocluster,RiPP-like,1107517,1117733,7,100.0%,100.0%,85.7%,7,7,6,3982,738,680
contig_2,protocluster,T1PKS,379039,426437,38,86.8%,86.8%,84.2%,33,33,32,11649,5622,15169
contig_2,protocluster,T1PKS,749397,795484,32,100.0%,96.9%,84.4%,32,31,27,36647,28452,36028
contig_2,protocluster,T1PKS,942090,1051971,36,100.0%,100.0%,91.7%,36,36,33,40460,99445,433433
contig_2,protocluster,T2PKS,1150384,1222900,70,97.1%,97.1%,85.7%,68,68,60,43531,40828,85357
contig_2,protocluster,azole-containing-RiPP,4370008,4393356,26,100.0%,100.0%,100.0%,26,26,26,101355,45449,56359
contig_2,protocluster,ectoine,2116351,2126762,11,100.0%,100.0%,100.0%,11,11,11,415265,214807,507922
contig_2,protocluster,lanthipeptide-class-i,231076,256509,26,100.0%,84.6%,84.6%,26,22,22,31094,11325,23448
contig_2,protocluster,terpene,671896,694775,21,100.0%,95.2%,90.5%,21,20,19,77115,36473,37548
contig_2,protocluster,terpene,4413876,4436174,18,100.0%,100.0%,66.7%,18,18,12,17980,32645,5108
contig_2,protocluster,terpene-precursor,51009,72086,19,94.7%,94.7%,89.5%,18,18,17,13967,7351,7866
contig_2,region,NAPAA,5094169,5128384,30,96.7%,96.7%,86.7%,29,29,26,77802,88495,147518
contig_2,region,NI-siderophore,2020529,2050332,23,100.0%,100.0%,100.0%,23,23,23,33572,836431,831959
contig_2,region,NRPS-like,159806,202908,41,82.9%,85.4%,85.4%,34,35,35,28006,6014,16077
contig_2,region,RiPP-like,1107517,1117733,7,100.0%,100.0%,85.7%,7,7,6,3982,738,680
contig_2,region,T1PKS,379039,470217,62,87.1%,85.5%,85.5%,54,53,53,18934,9286,22601
contig_2,region,T1PKS,749397,797301,34,97.1%,94.1%,82.4%,33,32,28,36695,28465,36069
contig_2,region,T1PKS,942090,1051971,36,100.0%,100.0%,91.7%,36,36,33,40460,99445,433433
contig_2,region,T2PKS,1150384,1222900,70,97.1%,97.1%,85.7%,68,68,60,43531,40828,85357
contig_2,region,azole-containing-RiPP,4370008,4393356,26,100.0%,100.0%,100.0%,26,26,26,101355,45449,56359
contig_2,region,ectoine,2116351,2126762,11,100.0%,100.0%,100.0%,11,11,11,415265,214807,507922
contig_2,region,lanthipeptide-class-i,231076,256509,26,100.0%,84.6%,84.6%,26,22,22,31094,11325,23448
contig_2,region,terpene,671896,728216,43,97.7%,97.7%,93.0%,42,42,40,83141,41100,42430
contig_2,region,terpene,4413876,4436174,18,100.0%,100.0%,66.7%,18,18,12,17980,32645,5108
contig_2,region,terpene-precursor,51009,72086,19,94.7%,94.7%,89.5%,18,18,17,13967,7351,7866
contig_3,CDS,(2Fe-2S)-binding_protein,3010960,3012019,1,100.0%,100.0%,100.0%,1,1,1,23,24,57
contig_3,CDS,(4Fe-4S)-binding_protein,2056678,2058172,1,100.0%,100.0%,100.0%,1,1,1,11672,750,1238
contig_3,CDS,(S)-2-hydroxypropylphosphonic_acid_epoxidase,1712399,1713842,1,100.0%,100.0%,100.0%,1,1,1,1697,3332,34573
